NFT_name,price,status
CryptoPunk #2979,926.6785,Lowest
CryptoPunk #2980,576036.772,Highest
CryptoPunk #2980,49935.1965,Lowest
CryptoPunk #2981,97820.63,Highest
CryptoPunk #2981,1074.3,Lowest
CryptoPunk #2982,4339.037,Highest
CryptoPunk #2982,0,Lowest
CryptoPunk #2983,80.1654,Highest
CryptoPunk #2983,80.1654,Lowest
CryptoPunk #2984,19087.425,Highest
CryptoPunk #2984,73.7935,Lowest
CryptoPunk #2986,43808.0298,Highest
CryptoPunk #2986,549.87,Lowest
CryptoPunk #2987,14.274821,Highest
CryptoPunk #2987,14.274821,Lowest
CryptoPunk #2989,67871.3079,Highest
CryptoPunk #2989,15.167856,Lowest
CryptoPunk #299,48862.7449,Highest
CryptoPunk #299,48862.7449,Lowest
CryptoPunk #2990,310569.9382,Highest
CryptoPunk #2990,101341.6,Lowest
CryptoPunk #2991,32.2245,Highest
CryptoPunk #2991,32.2245,Lowest
CryptoPunk #2994,64353.69,Highest
CryptoPunk #2994,0,Lowest
CryptoPunk #2995,389.32,Highest
CryptoPunk #2995,184,Lowest
CryptoPunk #2996,412244.4,Highest
CryptoPunk #2996,35.7776,Lowest
CryptoPunk #2997,146732.3,Highest
CryptoPunk #2997,30.45,Lowest
CryptoPunk #2998,401.0546,Highest
CryptoPunk #2998,232.9965,Lowest
CryptoPunk #2999,34790.145,Highest
CryptoPunk #2999,1503.48,Lowest
CryptoPunk #300,256167.1989,Highest
CryptoPunk #300,256167.1989,Lowest
CryptoPunk #3000,27116.915,Highest
CryptoPunk #3000,12371.821,Lowest
CryptoPunk #3001,44346.9544,Highest
CryptoPunk #3001,44346.9544,Lowest
CryptoPunk #3002,68.103,Highest
CryptoPunk #3002,41.754,Lowest
CryptoPunk #3003,60754.6503,Highest
CryptoPunk #3003,68.103,Lowest
CryptoPunk #3004,67593.54,Highest
CryptoPunk #3004,35406.735,Lowest
CryptoPunk #3007,139332,Highest
CryptoPunk #3007,84236.85,Lowest
CryptoPunk #3008,65048.29,Highest
CryptoPunk #3008,34260.15,Lowest
CryptoPunk #3009,160901.73,Highest
CryptoPunk #3009,138090.32,Lowest
CryptoPunk #3010,60815.76,Highest
CryptoPunk #3010,25.5284,Lowest
CryptoPunk #3011,1690171.33,Highest
CryptoPunk #3011,7838.4,Lowest
CryptoPunk #3012,326025.3373,Highest
CryptoPunk #3012,326025.3373,Lowest
CryptoPunk #3013,331.8975,Highest
CryptoPunk #3013,179.928,Lowest
CryptoPunk #3015,300979.2,Highest
CryptoPunk #3015,305.5875,Lowest
CryptoPunk #3018,43360.9363,Highest
CryptoPunk #3018,41938.719,Lowest
CryptoPunk #3020,63270.9,Highest
CryptoPunk #3020,32701.4,Lowest
CryptoPunk #3021,370021.918,Highest
CryptoPunk #3021,45966.48,Lowest
CryptoPunk #3022,1006876.9,Highest
CryptoPunk #3022,84390.85,Lowest
CryptoPunk #3023,515.116,Highest
CryptoPunk #3023,515.116,Lowest
CryptoPunk #3024,75158.3,Highest
CryptoPunk #3024,75158.3,Lowest
CryptoPunk #3025,37625.916,Highest
CryptoPunk #3025,37625.916,Lowest
CryptoPunk #3027,421383.3,Highest
CryptoPunk #3027,421383.3,Lowest
CryptoPunk #3028,20700.6,Highest
CryptoPunk #3028,2305.129,Lowest
CryptoPunk #3029,104088.64,Highest
CryptoPunk #3029,176.3665,Lowest
CryptoPunk #3030,316193.213,Highest
CryptoPunk #3030,47335.2,Lowest
CryptoPunk #3033,41827.537,Highest
CryptoPunk #3033,798.4185,Lowest
CryptoPunk #3034,1492.4725,Highest
CryptoPunk #3034,18.137978,Lowest
CryptoPunk #3037,85.434,Highest
CryptoPunk #3037,85.434,Lowest
CryptoPunk #3039,3214.1947,Highest
CryptoPunk #3039,165.7,Lowest
CryptoPunk #3040,80.6,Highest
CryptoPunk #3040,80.6,Lowest
CryptoPunk #3041,295104.24,Highest
CryptoPunk #3041,145.243,Lowest
CryptoPunk #3042,25926.6,Highest
CryptoPunk #3042,18.137978,Lowest
CryptoPunk #3044,34470.18,Highest
CryptoPunk #3044,310.4,Lowest
CryptoPunk #3045,94.05,Highest
CryptoPunk #3045,94.05,Lowest
CryptoPunk #3046,549353.5035,Highest
CryptoPunk #3046,63.72885,Lowest
CryptoPunk #3047,1901.57,Highest
CryptoPunk #3047,1901.57,Lowest
CryptoPunk #3048,55588.52,Highest
CryptoPunk #3048,41.4315,Lowest
CryptoPunk #3049,105046.788,Highest
CryptoPunk #3049,2385.6,Lowest
CryptoPunk #3050,72684.46,Highest
CryptoPunk #3050,42584.74,Lowest
CryptoPunk #3051,450757.034,Highest
CryptoPunk #3051,360285.2,Lowest
CryptoPunk #3052,349688.04,Highest
CryptoPunk #3052,66485.4,Lowest
CryptoPunk #3054,422130.64,Highest
CryptoPunk #3054,18.137978,Lowest
CryptoPunk #3056,503002.8303,Highest
CryptoPunk #3056,159.32,Lowest
CryptoPunk #3059,58780.645,Highest
CryptoPunk #3059,33148.005,Lowest
CryptoPunk #3060,3892.02,Highest
CryptoPunk #3060,3892.02,Lowest
CryptoPunk #3062,50.874,Highest
CryptoPunk #3062,0,Lowest
CryptoPunk #3064,316216,Highest
CryptoPunk #3064,73539.3392,Lowest
CryptoPunk #3067,65.7433,Highest
CryptoPunk #3067,65.7433,Lowest
CryptoPunk #3069,47.5827,Highest
CryptoPunk #3069,47.5827,Lowest
CryptoPunk #307,146111.37,Highest
CryptoPunk #307,146111.37,Lowest
CryptoPunk #3070,0,Highest
CryptoPunk #3070,0,Lowest
CryptoPunk #3072,45.99,Highest
CryptoPunk #3072,45.99,Lowest
CryptoPunk #3073,4058.395,Highest
CryptoPunk #3073,100.647,Lowest
CryptoPunk #3074,5854.32,Highest
CryptoPunk #3074,5854.32,Lowest
CryptoPunk #3075,106.8949,Highest
CryptoPunk #3075,0,Lowest
CryptoPunk #3077,112389.66,Highest
CryptoPunk #3077,112389.66,Lowest
CryptoPunk #308,308936.67,Highest
CryptoPunk #308,56964.933,Lowest
CryptoPunk #3080,194449.8,Highest
CryptoPunk #3080,894.6135,Lowest
CryptoPunk #3081,67858.26,Highest
CryptoPunk #3081,542.948,Lowest
CryptoPunk #3082,2736.315,Highest
CryptoPunk #3082,238.332,Lowest
CryptoPunk #3083,59062.2,Highest
CryptoPunk #3083,32050.62,Lowest
CryptoPunk #3084,491298,Highest
CryptoPunk #3084,51124.5747,Lowest
CryptoPunk #3085,26708.85,Highest
CryptoPunk #3085,26708.85,Lowest
CryptoPunk #3086,272926.722,Highest
CryptoPunk #3086,0,Lowest
CryptoPunk #3091,57500.25,Highest
CryptoPunk #3091,5833.938,Lowest
CryptoPunk #3092,188530.8,Highest
CryptoPunk #3092,287.9845,Lowest
CryptoPunk #3094,110.592,Highest
CryptoPunk #3094,74.4393,Lowest
CryptoPunk #3095,53595.3,Highest
CryptoPunk #3095,7569.25,Lowest
CryptoPunk #3096,762.875,Highest
CryptoPunk #3096,429.7242,Lowest
CryptoPunk #3097,354018.3,Highest
CryptoPunk #3097,80.63,Lowest
CryptoPunk #3099,1434.9654,Highest
CryptoPunk #3099,67.085,Lowest
CryptoPunk #3100,7541310,Highest
CryptoPunk #3100,0,Lowest
CryptoPunk #3102,35884.675,Highest
CryptoPunk #3102,35884.675,Lowest
CryptoPunk #3103,71427.8812,Highest
CryptoPunk #3103,71427.8812,Lowest
CryptoPunk #3104,347.5989,Highest
CryptoPunk #3104,52.52225,Lowest
CryptoPunk #3106,430579.2,Highest
CryptoPunk #3106,670.85,Lowest
CryptoPunk #3107,47475.09,Highest
CryptoPunk #3107,25466.28,Lowest
CryptoPunk #3109,59570.043,Highest
CryptoPunk #3109,24932.1386,Lowest
CryptoPunk #3110,58.422,Highest
CryptoPunk #3110,55.737,Lowest
CryptoPunk #3111,26196.376,Highest
CryptoPunk #3111,26196.376,Lowest
CryptoPunk #3113,278343.9,Highest
CryptoPunk #3113,35937.74,Lowest
CryptoPunk #3114,58347.5184,Highest
CryptoPunk #3114,45903.2894,Lowest
CryptoPunk #3115,68.103,Highest
CryptoPunk #3115,68.103,Lowest
CryptoPunk #3117,207424.02,Highest
CryptoPunk #3117,75.506,Lowest
CryptoPunk #3118,70764.4737,Highest
CryptoPunk #3118,70764.4737,Lowest
CryptoPunk #3119,0,Highest
CryptoPunk #3119,0,Lowest
CryptoPunk #312,452868.16,Highest
CryptoPunk #312,251857.557,Lowest
CryptoPunk #3120,82.85,Highest
CryptoPunk #3120,82.85,Lowest
CryptoPunk #3121,77.1429,Highest
CryptoPunk #3121,77.1429,Lowest
CryptoPunk #3123,183916.85,Highest
CryptoPunk #3123,101341.6,Lowest
CryptoPunk #3125,52747.0075,Highest
CryptoPunk #3125,161.6112,Lowest
CryptoPunk #3126,108162.8631,Highest
CryptoPunk #3126,359.5014,Lowest
CryptoPunk #3128,6788.9748,Highest
CryptoPunk #3128,6788.9748,Lowest
CryptoPunk #3129,105287.325,Highest
CryptoPunk #3129,97188.3,Lowest
CryptoPunk #3130,21.368,Highest
CryptoPunk #3130,21.368,Lowest
CryptoPunk #3132,376661.8,Highest
CryptoPunk #3132,90.9608,Lowest
CryptoPunk #3133,40683.2855,Highest
CryptoPunk #3133,72.567,Lowest
CryptoPunk #3134,25531.263,Highest
CryptoPunk #3134,3.2002,Lowest
CryptoPunk #3136,0,Highest
CryptoPunk #3136,0,Lowest
CryptoPunk #3137,47702.52,Highest
CryptoPunk #3137,47702.52,Lowest
CryptoPunk #3139,15407.5,Highest
CryptoPunk #3139,7078.8,Lowest
CryptoPunk #3140,1396.56,Highest
CryptoPunk #3140,22.7001,Lowest
CryptoPunk #3141,1165.625122,Highest
CryptoPunk #3141,1165.625122,Lowest
CryptoPunk #3142,88673.9,Highest
CryptoPunk #3142,28016.5963,Lowest
CryptoPunk #3143,619.5202,Highest
CryptoPunk #3143,0,Lowest
CryptoPunk #3144,23516.64,Highest
CryptoPunk #3144,0,Lowest
CryptoPunk #3145,39469.76,Highest
CryptoPunk #3145,22.7205,Lowest
CryptoPunk #3146,75.5502,Highest
CryptoPunk #3146,75.5502,Lowest
CryptoPunk #3147,77538.3036,Highest
CryptoPunk #3147,77538.3036,Lowest
CryptoPunk #3149,278.0715,Highest
CryptoPunk #3149,278.0715,Lowest
CryptoPunk #3150,46015.2,Highest
CryptoPunk #3150,0,Lowest
CryptoPunk #3152,1762.6229,Highest
CryptoPunk #3152,34.2618,Lowest
CryptoPunk #3153,113.912,Highest
CryptoPunk #3153,113.912,Lowest
CryptoPunk #3155,262880.35,Highest
CryptoPunk #3155,15016.5092,Lowest
CryptoPunk #3156,109.0245,Highest
CryptoPunk #3156,0,Lowest
CryptoPunk #3157,84310,Highest
CryptoPunk #3157,32575.459,Lowest
CryptoPunk #3159,358174.685,Highest
CryptoPunk #3159,0,Lowest
CryptoPunk #3160,72147.935,Highest
CryptoPunk #3160,58419.6,Lowest
CryptoPunk #3161,3127.2829,Highest
CryptoPunk #3161,404.2345,Lowest
CryptoPunk #3162,36464.33,Highest
CryptoPunk #3162,18.137978,Lowest
CryptoPunk #3165,139.08,Highest
CryptoPunk #3165,139.08,Lowest
CryptoPunk #3166,34300.7284,Highest
CryptoPunk #3166,65.7433,Lowest
CryptoPunk #3167,453797.4,Highest
CryptoPunk #3167,453797.4,Lowest
CryptoPunk #3168,61838.8524,Highest
CryptoPunk #3168,29624.345,Lowest
CryptoPunk #3169,63042.7815,Highest
CryptoPunk #3169,21367.8586,Lowest
CryptoPunk #3171,75.6279,Highest
CryptoPunk #3171,75.6279,Lowest
CryptoPunk #3172,1233.4785,Highest
CryptoPunk #3172,1233.4785,Lowest
CryptoPunk #3173,462790.5945,Highest
CryptoPunk #3173,172.1395,Lowest
CryptoPunk #3174,40.2558,Highest
CryptoPunk #3174,40.2558,Lowest
CryptoPunk #3175,396800.72,Highest
CryptoPunk #3175,63.3042,Lowest
CryptoPunk #3177,174381.44,Highest
CryptoPunk #3177,0,Lowest
CryptoPunk #3178,1667.28,Highest
CryptoPunk #3178,1667.28,Lowest
CryptoPunk #3179,64653.399,Highest
CryptoPunk #3179,153.9078,Lowest
CryptoPunk #318,54028.975,Highest
CryptoPunk #318,41562.6,Lowest
CryptoPunk #3182,31.3155,Highest
CryptoPunk #3182,31.3155,Lowest
CryptoPunk #3184,78.7995,Highest
CryptoPunk #3184,78.7995,Lowest
CryptoPunk #3185,293807.45,Highest
CryptoPunk #3185,26.1898,Lowest
CryptoPunk #3186,34686.75,Highest
CryptoPunk #3186,34686.75,Lowest
CryptoPunk #3188,63416.04,Highest
CryptoPunk #3188,52263.09,Lowest
CryptoPunk #3189,42221.1881,Highest
CryptoPunk #3189,42221.1881,Lowest
CryptoPunk #3192,327532,Highest
CryptoPunk #3192,1430.12,Lowest
CryptoPunk #3193,370396.46,Highest
CryptoPunk #3193,0,Lowest
CryptoPunk #3194,122393.4555,Highest
CryptoPunk #3194,64140.6,Lowest
CryptoPunk #3195,412291.09,Highest
CryptoPunk #3195,58639.5628,Lowest
CryptoPunk #3196,193.88,Highest
CryptoPunk #3196,193.88,Lowest
CryptoPunk #3197,259168.8,Highest
CryptoPunk #3197,259168.8,Lowest
CryptoPunk #3199,36127.25,Highest
CryptoPunk #3199,382.5,Lowest
CryptoPunk #3201,358.785,Highest
CryptoPunk #3201,215.725,Lowest
CryptoPunk #3202,309240.0729,Highest
CryptoPunk #3202,32078.52,Lowest
CryptoPunk #3203,127864.6531,Highest
CryptoPunk #3203,45294.678,Lowest
CryptoPunk #3204,429427.3698,Highest
CryptoPunk #3204,72.54,Lowest
CryptoPunk #3205,29.5191,Highest
CryptoPunk #3205,29.5191,Lowest
CryptoPunk #3206,53809.28,Highest
CryptoPunk #3206,0,Lowest
CryptoPunk #3207,459.912,Highest
CryptoPunk #3207,169.62477,Lowest
CryptoPunk #3208,298068.36,Highest
CryptoPunk #3208,34280.9824,Lowest
CryptoPunk #3209,405176.25,Highest
CryptoPunk #3209,307933.95,Lowest
CryptoPunk #3213,87640.2116,Highest
CryptoPunk #3213,27959.146,Lowest
CryptoPunk #3214,71.25,Highest
CryptoPunk #3214,71.25,Lowest
CryptoPunk #3215,8750.907,Highest
CryptoPunk #3215,198.61,Lowest
CryptoPunk #3217,463588.96,Highest
CryptoPunk #3217,1981.86,Lowest
CryptoPunk #3218,57179.4453,Highest
CryptoPunk #3218,16.2915,Lowest
CryptoPunk #3219,116.57423,Highest
CryptoPunk #3219,26.1898,Lowest
CryptoPunk #322,20136.8,Highest
CryptoPunk #322,4653.84,Lowest
CryptoPunk #3221,225893.8629,Highest
CryptoPunk #3221,6521.3529,Lowest
CryptoPunk #3222,11847.841,Highest
CryptoPunk #3222,11847.841,Lowest
CryptoPunk #3223,316017.8,Highest
CryptoPunk #3223,0,Lowest
CryptoPunk #3224,141474.5,Highest
CryptoPunk #3224,22980.12,Lowest
CryptoPunk #3225,51444.393,Highest
CryptoPunk #3225,51444.393,Lowest
CryptoPunk #3226,316222.5,Highest
CryptoPunk #3226,14.3635,Lowest
CryptoPunk #3227,375375.98,Highest
CryptoPunk #3227,0,Lowest
CryptoPunk #3228,41925.861,Highest
CryptoPunk #3228,26.1756,Lowest
CryptoPunk #3229,60566.7146,Highest
CryptoPunk #3229,60566.7146,Lowest
CryptoPunk #3230,79638.23,Highest
CryptoPunk #3230,42257.02,Lowest
CryptoPunk #3231,0,Highest
CryptoPunk #3231,0,Lowest
CryptoPunk #3232,52.3516,Highest
CryptoPunk #3232,52.3516,Lowest
CryptoPunk #3233,1065408.3,Highest
CryptoPunk #3233,103.8453,Lowest
CryptoPunk #3234,17221.0375,Highest
CryptoPunk #3234,78.4628,Lowest
CryptoPunk #3235,31975.2,Highest
CryptoPunk #3235,0,Lowest
CryptoPunk #3237,67182.8499,Highest
CryptoPunk #3237,36114,Lowest
CryptoPunk #3238,19372.8192,Highest
CryptoPunk #3238,25.8735,Lowest
CryptoPunk #3239,446978.888,Highest
CryptoPunk #3239,25.3968,Lowest
CryptoPunk #3241,467450.7208,Highest
CryptoPunk #3241,68.2206,Lowest
CryptoPunk #3242,223.245,Highest
CryptoPunk #3242,192.6517,Lowest
CryptoPunk #3243,31864.075,Highest
CryptoPunk #3243,31864.075,Lowest
CryptoPunk #3245,461260.44,Highest
CryptoPunk #3245,0,Lowest
CryptoPunk #3246,358010.64,Highest
CryptoPunk #3246,22.255,Lowest
CryptoPunk #3247,250.11,Highest
CryptoPunk #3247,250.11,Lowest
CryptoPunk #3248,220954.25,Highest
CryptoPunk #3248,220954.25,Lowest
CryptoPunk #3249,13289.325,Highest
CryptoPunk #3249,13289.325,Lowest
CryptoPunk #3250,27048.75,Highest
CryptoPunk #3250,1998.945,Lowest
CryptoPunk #3253,42.736,Highest
CryptoPunk #3253,0,Lowest
CryptoPunk #3254,152735.8702,Highest
CryptoPunk #3254,470.7,Lowest
CryptoPunk #3255,42160.88,Highest
CryptoPunk #3255,22.7205,Lowest
CryptoPunk #3256,224.945,Highest
CryptoPunk #3256,0,Lowest
CryptoPunk #3257,46602.27,Highest
CryptoPunk #3257,28.727,Lowest
CryptoPunk #3258,424806.2432,Highest
CryptoPunk #3258,24147.997,Lowest
CryptoPunk #3259,53866.5,Highest
CryptoPunk #3259,734.4636,Lowest
CryptoPunk #3260,507.7572,Highest
CryptoPunk #3260,34.2618,Lowest
CryptoPunk #3261,135249.622,Highest
CryptoPunk #3261,28284.6977,Lowest
CryptoPunk #3262,158312.6545,Highest
CryptoPunk #3262,1396.56,Lowest
CryptoPunk #3263,613375.5,Highest
CryptoPunk #3263,342027.9,Lowest
CryptoPunk #3264,127537.068,Highest
CryptoPunk #3264,127537.068,Lowest
CryptoPunk #3266,26.1898,Highest
CryptoPunk #3266,26.1898,Lowest
CryptoPunk #3268,127.764,Highest
CryptoPunk #3268,26.1898,Lowest
CryptoPunk #3269,87204.4468,Highest
CryptoPunk #3269,0,Lowest
CryptoPunk #3270,30.219,Highest
CryptoPunk #3270,30.219,Lowest
CryptoPunk #3272,26794.85,Highest
CryptoPunk #3272,26794.85,Lowest
CryptoPunk #3273,441220.85,Highest
CryptoPunk #3273,33148.005,Lowest
CryptoPunk #3274,16.2915,Highest
CryptoPunk #3274,16.2915,Lowest
CryptoPunk #3275,46456.08,Highest
CryptoPunk #3275,46456.08,Lowest
CryptoPunk #3276,21367.08,Highest
CryptoPunk #3276,0,Lowest
CryptoPunk #3277,112867.2,Highest
CryptoPunk #3277,36296.4427,Lowest
CryptoPunk #3278,28.2044,Highest
CryptoPunk #3278,28.2044,Lowest
CryptoPunk #3279,26830.5227,Highest
CryptoPunk #3279,26830.5227,Lowest
CryptoPunk #328,172874.52,Highest
CryptoPunk #328,39964.4764,Lowest
CryptoPunk #3280,33831.21,Highest
CryptoPunk #3280,0,Lowest
CryptoPunk #3285,96.14775,Highest
CryptoPunk #3285,96.14775,Lowest
CryptoPunk #3286,25.6035,Highest
CryptoPunk #3286,16.2915,Lowest
CryptoPunk #3287,5458.025128,Highest
CryptoPunk #3287,5458.025128,Lowest
CryptoPunk #329,48372.3933,Highest
CryptoPunk #329,35982.741,Lowest
CryptoPunk #3291,67261.6,Highest
CryptoPunk #3291,114.1195,Lowest
CryptoPunk #3293,113.115,Highest
CryptoPunk #3293,113.115,Lowest
CryptoPunk #3295,154954.17,Highest
CryptoPunk #3295,0,Lowest
CryptoPunk #3299,73716.6837,Highest
CryptoPunk #3299,73716.6837,Lowest
CryptoPunk #33,0,Highest
CryptoPunk #33,0,Lowest
CryptoPunk #3301,45644.9847,Highest
CryptoPunk #3301,45644.9847,Lowest
CryptoPunk #3302,42666.2562,Highest
CryptoPunk #3302,34480.7127,Lowest
CryptoPunk #3304,66.0748,Highest
CryptoPunk #3304,0,Lowest
CryptoPunk #3305,106.7925,Highest
CryptoPunk #3305,28.2231,Lowest
CryptoPunk #3306,227875.2306,Highest
CryptoPunk #3306,0,Lowest
CryptoPunk #3307,139032.7821,Highest
CryptoPunk #3307,2340,Lowest
CryptoPunk #3308,333610.2,Highest
CryptoPunk #3308,226405.1,Lowest
CryptoPunk #3310,100427.91,Highest
CryptoPunk #3310,72.1,Lowest
CryptoPunk #3311,358972.996,Highest
CryptoPunk #3311,68413.745,Lowest
CryptoPunk #3312,9052.823,Highest
CryptoPunk #3312,28.1905,Lowest
CryptoPunk #3313,137528.3,Highest
CryptoPunk #3313,137528.3,Lowest
CryptoPunk #3314,386046,Highest
CryptoPunk #3314,45209.38,Lowest
CryptoPunk #3315,57179.4453,Highest
CryptoPunk #3315,37405.84,Lowest
CryptoPunk #3316,45014.928,Highest
CryptoPunk #3316,24540.975,Lowest
CryptoPunk #3317,286094.55,Highest
CryptoPunk #3317,0,Lowest
CryptoPunk #3318,124.348,Highest
CryptoPunk #3318,22.255,Lowest
CryptoPunk #332,63442.9929,Highest
CryptoPunk #332,41293.1875,Lowest
CryptoPunk #3320,14786.65,Highest
CryptoPunk #3320,20.3308,Lowest
CryptoPunk #3321,318.75,Highest
CryptoPunk #3321,187.85,Lowest
CryptoPunk #3322,677181,Highest
CryptoPunk #3322,677181,Lowest
CryptoPunk #3323,101341.6,Highest
CryptoPunk #3323,68.103,Lowest
CryptoPunk #3324,494940.12,Highest
CryptoPunk #3324,52068.72,Lowest
CryptoPunk #3325,58.422,Highest
CryptoPunk #3325,0,Lowest
CryptoPunk #3326,234670,Highest
CryptoPunk #3326,26.584,Lowest
CryptoPunk #3327,451779.216,Highest
CryptoPunk #3327,21.783,Lowest
CryptoPunk #3328,0,Highest
CryptoPunk #3328,0,Lowest
CryptoPunk #3329,210659.2359,Highest
CryptoPunk #3329,60175.17,Lowest
CryptoPunk #3330,752636.918,Highest
CryptoPunk #3330,0,Lowest
CryptoPunk #3331,367190.4,Highest
CryptoPunk #3331,132849.78,Lowest
CryptoPunk #3332,443467.53,Highest
CryptoPunk #3332,74.83625,Lowest
CryptoPunk #3333,186723.5214,Highest
CryptoPunk #3333,7400.52,Lowest
CryptoPunk #3334,102763.5081,Highest
CryptoPunk #3334,18.137978,Lowest
CryptoPunk #3336,1537.65,Highest
CryptoPunk #3336,190.7325,Lowest
CryptoPunk #3337,327464.235,Highest
CryptoPunk #3337,73782.44,Lowest
CryptoPunk #3338,90892.982,Highest
CryptoPunk #3338,117.7382,Lowest
CryptoPunk #3339,43359.008,Highest
CryptoPunk #3339,0,Lowest
CryptoPunk #3340,445.795,Highest
CryptoPunk #3340,126,Lowest
CryptoPunk #3341,238.332,Highest
CryptoPunk #3341,238.332,Lowest
CryptoPunk #3342,47896.38,Highest
CryptoPunk #3342,244.08,Lowest
CryptoPunk #3343,136235.5,Highest
CryptoPunk #3343,51705.27,Lowest
CryptoPunk #3344,326516.6508,Highest
CryptoPunk #3344,3932.83,Lowest
CryptoPunk #3345,503282.43,Highest
CryptoPunk #3345,397747.8516,Lowest
CryptoPunk #3346,222925.92,Highest
CryptoPunk #3346,0,Lowest
CryptoPunk #3347,226359.2,Highest
CryptoPunk #3347,58334.85,Lowest
CryptoPunk #3348,42.5315,Highest
CryptoPunk #3348,42.5315,Lowest
CryptoPunk #3349,37.4436,Highest
CryptoPunk #3349,37.4436,Lowest
CryptoPunk #335,362835.44,Highest
CryptoPunk #335,63877.11,Lowest
CryptoPunk #3350,453431.3785,Highest
CryptoPunk #3350,68.841894,Lowest
CryptoPunk #3352,355.815,Highest
CryptoPunk #3352,355.815,Lowest
CryptoPunk #3353,134315.8903,Highest
CryptoPunk #3353,120.7035,Lowest
CryptoPunk #3354,228563.7417,Highest
CryptoPunk #3354,228563.7417,Lowest
CryptoPunk #3355,25611.777,Highest
CryptoPunk #3355,56.5725,Lowest
CryptoPunk #3356,363782.55,Highest
CryptoPunk #3356,70.5775,Lowest
CryptoPunk #3357,56923.58,Highest
CryptoPunk #3357,1021.148,Lowest
CryptoPunk #3359,72.594,Highest
CryptoPunk #3359,72.594,Lowest
CryptoPunk #3360,45031.7,Highest
CryptoPunk #3360,39207.08,Lowest
CryptoPunk #3361,160152.2,Highest
CryptoPunk #3361,241.569,Lowest
CryptoPunk #3362,468230.56,Highest
CryptoPunk #3362,45960.24,Lowest
CryptoPunk #3363,0,Highest
CryptoPunk #3363,0,Lowest
CryptoPunk #3364,32222.448,Highest
CryptoPunk #3364,240.24,Lowest
CryptoPunk #3365,94365.44,Highest
CryptoPunk #3365,81.3267,Lowest
CryptoPunk #3366,46698.768,Highest
CryptoPunk #3366,0,Lowest
CryptoPunk #3368,476377.11,Highest
CryptoPunk #3368,63247.8924,Lowest
CryptoPunk #3369,309271,Highest
CryptoPunk #3369,1394.367,Lowest
CryptoPunk #3370,42440.49,Highest
CryptoPunk #3370,145.243,Lowest
CryptoPunk #3371,51.3,Highest
CryptoPunk #3371,24.876,Lowest
CryptoPunk #3372,113.617,Highest
CryptoPunk #3372,113.617,Lowest
CryptoPunk #3373,86.496,Highest
CryptoPunk #3373,0,Lowest
CryptoPunk #3374,51.788,Highest
CryptoPunk #3374,51.788,Lowest
CryptoPunk #3376,1638.2,Highest
CryptoPunk #3376,153.9078,Lowest
CryptoPunk #3377,0,Highest
CryptoPunk #3377,0,Lowest
CryptoPunk #3378,376143.1,Highest
CryptoPunk #3378,35.9413,Lowest
CryptoPunk #3379,125282.1658,Highest
CryptoPunk #3379,16589.9,Lowest
CryptoPunk #338,91144.6902,Highest
CryptoPunk #338,91144.6902,Lowest
CryptoPunk #3380,30358.5847,Highest
CryptoPunk #3380,138.601,Lowest
CryptoPunk #3381,51.597625,Highest
CryptoPunk #3381,51.597625,Lowest
CryptoPunk #3382,2107.02,Highest
CryptoPunk #3382,60.356,Lowest
CryptoPunk #3383,529698.05,Highest
CryptoPunk #3383,1324.44,Lowest
CryptoPunk #3384,471646.08,Highest
CryptoPunk #3384,0,Lowest
CryptoPunk #3385,102.1345,Highest
CryptoPunk #3385,102.1345,Lowest
CryptoPunk #3386,95795.6544,Highest
CryptoPunk #3386,57977.75,Lowest
CryptoPunk #3387,491166.9872,Highest
CryptoPunk #3387,0,Lowest
CryptoPunk #3388,40.25,Highest
CryptoPunk #3388,40.25,Lowest
CryptoPunk #3389,298068.36,Highest
CryptoPunk #3389,0,Lowest
CryptoPunk #339,782801.48,Highest
CryptoPunk #339,92595,Lowest
CryptoPunk #3390,69115.375,Highest
CryptoPunk #3390,69115.375,Lowest
CryptoPunk #3392,90198.565,Highest
CryptoPunk #3392,0,Lowest
CryptoPunk #3393,883380,Highest
CryptoPunk #3393,883380,Lowest
CryptoPunk #3394,258.193,Highest
CryptoPunk #3394,258.193,Lowest
CryptoPunk #3395,92422.08,Highest
CryptoPunk #3395,48.004,Lowest
CryptoPunk #3397,251.58432,Highest
CryptoPunk #3397,22.255,Lowest
CryptoPunk #3399,138511.3023,Highest
CryptoPunk #3399,56.4774,Lowest
CryptoPunk #340,655064,Highest
CryptoPunk #340,96783.5,Lowest
CryptoPunk #3402,21035.76,Highest
CryptoPunk #3402,21035.76,Lowest
CryptoPunk #3403,80.16125,Highest
CryptoPunk #3403,80.16125,Lowest
CryptoPunk #3404,1677.99,Highest
CryptoPunk #3404,1677.99,Lowest
CryptoPunk #3406,69698.1,Highest
CryptoPunk #3406,69698.1,Lowest
CryptoPunk #3407,2114.52,Highest
CryptoPunk #3407,88.0632,Lowest
CryptoPunk #3408,42010.19,Highest
CryptoPunk #3408,41891.768,Lowest
CryptoPunk #3409,51142.84,Highest
CryptoPunk #3409,33284.3,Lowest
CryptoPunk #341,409415,Highest
CryptoPunk #341,48372.3933,Lowest
CryptoPunk #3410,3632.9209,Highest
CryptoPunk #3410,3632.9209,Lowest
CryptoPunk #3413,45101.111,Highest
CryptoPunk #3413,50.4512,Lowest
CryptoPunk #3414,30.1875,Highest
CryptoPunk #3414,30.1875,Lowest
