NFTnames,average_price
"CryptoPunk #9444",234646.9733
"CryptoPunk #3383",234554.0928125
"CryptoPunk #2464",234358.6617666667
"CryptoPunk #8993",234247.0737
"CryptoPunk #9420",234072.440875
"CryptoPunk #3795",233922.70375714285
"CryptoPunk #3241",233759.4707
"CryptoPunk #5785",233740.81249999997
"CryptoPunk #6623",233241.50804999997
"CryptoPunk #9380",233054.17956
"CryptoPunk #4482",232944.6808
"CryptoPunk #8235",232869.7128
"CryptoPunk #3708",232847.35580000002
"CryptoPunk #5566",232766.23897500001
"CryptoPunk #915",232734.108
"CryptoPunk #1780",232656.75166666668
"CryptoPunk #8874",232375.7495142857
"CryptoPunk #9056",232349.46
"CryptoPunk #1672",231779.54
"CryptoPunk #9517",231584.88
"CryptoPunk #5116",231491.875
"CryptoPunk #5393",231427.517
"CryptoPunk #660",231375.62245
"CryptoPunk #2641",231370.37158000004
"CryptoPunk #7984",231131.86400000003
"CryptoPunk #1728",230797.50333333333
"CryptoPunk #1697",230694.56918571427
"CryptoPunk #8702",230566.78457999998
"CryptoPunk #8269",230479.9913333333
"CryptoPunk #9313",230152.7
"CryptoPunk #3952",230111.7506
"CryptoPunk #3628",230031.33899999998
"CryptoPunk #9873",229891.992
"CryptoPunk #9285",229760.07000000004
"CryptoPunk #6581",229745.00616666663
"CryptoPunk #7015",229551.455
"CryptoPunk #7665",229388.58000000002
"CryptoPunk #4770",229119.62892857144
"CryptoPunk #341",228893.69665
"CryptoPunk #5790",228603.361
"CryptoPunk #3354",228563.7417
"CryptoPunk #445",228359.33333333334
"CryptoPunk #9326",228198.37177500004
"CryptoPunk #7905",228155.856725
"CryptoPunk #7106",228078.85074999998
"CryptoPunk #6444",227986.7515
"CryptoPunk #6753",227702.34666666665
"CryptoPunk #9725",227657.14
"CryptoPunk #2424",227531.17133333333
"CryptoPunk #1095",227487.42713333332
"CryptoPunk #2853",227174.07645
"CryptoPunk #7360",226909.514045
"CryptoPunk #5817",226831.36625000002
"CryptoPunk #211",226793.625
"CryptoPunk #3489",226526.3
"CryptoPunk #6784",226526.3
"CryptoPunk #382",226504.85
"CryptoPunk #5498",226415.6264
"CryptoPunk #3645",226325.04386666665
"CryptoPunk #2336",226132.78879999998
"CryptoPunk #1696",225880.3763
"CryptoPunk #7549",225850.0776333333
"CryptoPunk #1639",225630.12225000001
"CryptoPunk #2863",225286.93579000002
"CryptoPunk #7172",225018.6822
"CryptoPunk #7283",224806.333825
"CryptoPunk #4271",224692.37697500002
"CryptoPunk #1905",224673.58866666665
"CryptoPunk #4187",224244.83518
"CryptoPunk #5439",224100.50384999998
"CryptoPunk #1209",224070.88835
"CryptoPunk #9598",223968.82575
"CryptoPunk #3438",223820.657375
"CryptoPunk #7471",223714.3575
"CryptoPunk #7402",223686.7225
"CryptoPunk #9568",223624.8759
"CryptoPunk #9062",223467.26425
"CryptoPunk #3626",223467.08805000002
"CryptoPunk #1308",223303.36
"CryptoPunk #7877",223265.33411666667
"CryptoPunk #1254",223145.33608749998
"CryptoPunk #1993",222951.52
"CryptoPunk #8007",222925.92
"CryptoPunk #5653",222746.12768
"CryptoPunk #2707",222694.7605
"CryptoPunk #9865",222509.23695000005
"CryptoPunk #7675",222389.1605
"CryptoPunk #8001",222340.89348
"CryptoPunk #6776",221367.9
"CryptoPunk #6168",221275.27666666664
"CryptoPunk #5050",221258.02
"CryptoPunk #8595",221156.90325
"CryptoPunk #5202",221137.4575
"CryptoPunk #349",221052.22335
"CryptoPunk #3248",220954.25
"CryptoPunk #5123",220710.07745
"CryptoPunk #3730",220547.73166666666
"CryptoPunk #4042",220028.37255
"CryptoPunk #2382",219956.18500000003
"CryptoPunk #7568",219893.86668000004
"CryptoPunk #7335",219597.6907
"CryptoPunk #1462",219485.624775
"CryptoPunk #4932",219304.9593
"CryptoPunk #7892",219278.29
"CryptoPunk #2553",219210.31013333332
"CryptoPunk #2416",219146.6538
"CryptoPunk #5266",218825.97393999997
"CryptoPunk #3580",218799.64962500002
"CryptoPunk #8569",218683.700375
"CryptoPunk #9354",218644.48425
"CryptoPunk #2540",218475.82
"CryptoPunk #8576",218428.32683333333
"CryptoPunk #3084",218202.203675
"CryptoPunk #3356",217785.17506666665
"CryptoPunk #6808",217714.4883333333
"CryptoPunk #3311",217386.767
"CryptoPunk #8855",217225.164175
"CryptoPunk #9157",216610.18896
"CryptoPunk #2102",216590.35328333336
"CryptoPunk #4034",216386.88125
"CryptoPunk #3350",216283.91234200003
"CryptoPunk #3639",216168.19479999997
"CryptoPunk #1878",216110.02000000002
"CryptoPunk #9504",216033.7278
"CryptoPunk #8858",215967.40685
"CryptoPunk #9764",215945.6338
"CryptoPunk #2193",215816.5439
"CryptoPunk #3217",215787.40835000004
"CryptoPunk #9119",215725.47
"CryptoPunk #985",215525.052
"CryptoPunk #4333",215466
"CryptoPunk #6846",215322.75699999998
"CryptoPunk #7958",214878.63
"CryptoPunk #2329",214875.59541666668
"CryptoPunk #3533",214798.18698749997
"CryptoPunk #2544",214743.6072
"CryptoPunk #2876",214654.347075
"CryptoPunk #824",214636.49333333332
"CryptoPunk #2921",214393.11769999997
"CryptoPunk #3173",214240.9218777778
"CryptoPunk #4843",214228.59183999998
"CryptoPunk #2980",214178.892775
"CryptoPunk #8393",213962.31543999998
"CryptoPunk #7532",213663.81355999998
"CryptoPunk #7561",213643.3
"CryptoPunk #6062",213415.8
"CryptoPunk #7465",212959.59449999998
"CryptoPunk #8066",212958.65
"CryptoPunk #3324",212807.2225
"CryptoPunk #2776",212719.71586666667
"CryptoPunk #273",212609.22600000002
"CryptoPunk #5605",212567.21
"CryptoPunk #1142",212561.84725
"CryptoPunk #9476",212543.9
"CryptoPunk #3054",212305.72975560004
"CryptoPunk #5885",212068.83433333333
"CryptoPunk #6654",211999.71556666668
"CryptoPunk #6558",211879.2129
"CryptoPunk #2905",211716.37170000002
"CryptoPunk #6075",211715.21666666667
"CryptoPunk #8790",211391.4725
"CryptoPunk #9010",211386.03986
"CryptoPunk #7007",211352.86548000007
"CryptoPunk #2953",211310.53065714287
"CryptoPunk #8812",211119.35
"CryptoPunk #1862",211066.1325
"CryptoPunk #5532",210951.52103333335
"CryptoPunk #7298",210856.8159833333
"CryptoPunk #9752",210850.19651666668
"CryptoPunk #3387",210594.58559999996
"CryptoPunk #4210",210451.113825
"CryptoPunk #3331",210394.16917500005
"CryptoPunk #8913",210353.53
"CryptoPunk #2767",210288.8326
"CryptoPunk #2236",210284.43170000002
"CryptoPunk #628",210196.77065000002
"CryptoPunk #422",209749.57775
"CryptoPunk #9860",209677.99053333336
"CryptoPunk #512",209664.68435
"CryptoPunk #8122",209456.4063
"CryptoPunk #4724",209429.8
"CryptoPunk #8181",209429.8
"CryptoPunk #836",208986.263
"CryptoPunk #2036",208923.46528750003
"CryptoPunk #1281",208902.2
"CryptoPunk #7655",208795.15043333333
"CryptoPunk #883",208649.6
"CryptoPunk #6406",208608.48749999996
"CryptoPunk #6020",208579.23
"CryptoPunk #4090",208530.3325
"CryptoPunk #3784",207933.688
"CryptoPunk #6843",207932.85891666668
"CryptoPunk #2948",207926.760625
"CryptoPunk #8535",207721.41
"CryptoPunk #8053",207629.14115000004
"CryptoPunk #2684",207607.04012000002
"CryptoPunk #6593",207483.418075
"CryptoPunk #5588",207471.91645
"CryptoPunk #9532",207459.28366
"CryptoPunk #3812",207274.80821999998
"CryptoPunk #8601",206949.3004
"CryptoPunk #1533",206862.22525
"CryptoPunk #8538",206742.15
"CryptoPunk #7714",206693.0925
"CryptoPunk #9721",206536.9387
"CryptoPunk #1029",206489.56833333336
"CryptoPunk #5741",206372.7175
"CryptoPunk #9548",206370.36444
"CryptoPunk #173",206366.6795
"CryptoPunk #8233",206355.69983333335
"CryptoPunk #1181",206130.2285
"CryptoPunk #1556",205893.98758000002
"CryptoPunk #1881",205874.6175
"CryptoPunk #1689",205777.45843333335
"CryptoPunk #7370",205702.27395
"CryptoPunk #8911",205658.10144999996
"CryptoPunk #6003",205486.905
"CryptoPunk #8059",205432.69549999997
"CryptoPunk #5943",205378.28
"CryptoPunk #8693",205297.41791999998
"CryptoPunk #5071",205274.32350000003
"CryptoPunk #260",205180.83592
"CryptoPunk #2196",205073.1
"CryptoPunk #704",205006.90272
"CryptoPunk #1633",204621.34713333333
"CryptoPunk #503",204611.95249999998
"CryptoPunk #8334",204426.79857999997
"CryptoPunk #5438",204314.655
"CryptoPunk #4654",204110.619
"CryptoPunk #2895",204086.01
"CryptoPunk #9001",203939.14015
"CryptoPunk #5080",203918.95275
"CryptoPunk #7740",203724.38700000002
"CryptoPunk #3932",203377.6475
"CryptoPunk #3995",203337.325
"CryptoPunk #1251",202752.86045
