buyer_address,eth_price,usd_price,seller_address,event_date,token_id,transaction_hash,name
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,22,50616.72,0xd0c877b474cd51959931a7f70d7a6c60f50cdae7,29/07/2021,2782,0xa1f44945b7a8d7d154e0de414ca7d64dfe46d14898a37fc34c435d4c0370b381,CryptoPunk #2782
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,22.44,51629.0544,0x850cae094ce34c564327818631287a75d3cee6ca,29/07/2021,3421,0xdc1440e0553d8cc833dff61a6406100540e9f1a6f4ff4e741467b5afa363e012,CryptoPunk #3421
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,20,46015.2,0x5654967dc2c3f207b68bbd8003bc27a0a4106b56,29/07/2021,3150,0x465cdd3fb5981ca07199604fa6382da91bc2d5ae65ba80cd2ba26b755058d0f5,CryptoPunk #3150
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,21,48305.88,0x7d544a853dbcd39a53315e7002f4951a6d2f080d,28/07/2021,9386,0x5a9bd505358af1d2cdd3736a7f487c1354a50213a6bc64a8f713a076a105c361,CryptoPunk #9386
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,32,68026.24,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,24/07/2021,2488,0x64a2a0cca8d0a7e4201037a0ebbfc5d722485be80a78f2b5c337ef393cf75b19,CryptoPunk #2488
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,22,46768.04,0x5aa688127811aa9390bc07c4ad7ff1cffd84e20e,24/07/2021,803,0x9ca81287e158e7ccf5f48179954977a1cdc12e947f0522d70c7decf1606de265,CryptoPunk #803
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,20,42516.4,0xed47015bb8080b9399f9d0ddfc427b9cee2caab1,24/07/2021,2699,0x8cf15bbdee0e9cc70643947890e78299da1ab407984fb4027ad282573ea9eaba,CryptoPunk #2699
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,62,125534.5,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,23/07/2021,5372,0x5a2f84cc5462ef099d8216547dd03825316c91885bf2190a29a48922dd998c73,CryptoPunk #5372
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,19.99,40474.7525,0xd394cf7e0c9f7c89f81a2870c576c1910974047b,23/07/2021,6213,0x58ef00a4a0ee3a79b22682f14b2aae98646ebb7786d2916de24c50d4e3318fbb,CryptoPunk #6213
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,19.8,35372.898,0x2a98fcd155c9da4a28bdb32acc935836c233882a,21/07/2021,6052,0x413385d7f368117e3e1d375ccb636a195fb68a55e0e27f9d4b59d32ee83ecab8,CryptoPunk #6052
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,19.8,36005.31,0xfde36cbdd65160bd83541f060f44dbafcf0a0ab8,20/07/2021,449,0x701bb3c3a0f8092da30951ed023cd2a38115b312400a73761793004d10928e38,CryptoPunk #449
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,19.8,36005.31,0x2a98fcd155c9da4a28bdb32acc935836c233882a,20/07/2021,368,0x5c6255492a160daabb254d3bf95ea6a2574985252f37bdab8202abb98cd41423,CryptoPunk #368
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,19.8,37450.908,0x2a98fcd155c9da4a28bdb32acc935836c233882a,19/07/2021,717,0xae7aec780f6f2985c1a5768b5d0f60c6c5ba47113551518c4d21e142e370d57a,CryptoPunk #717
