event_date,usd_price,daily_average,ten_percent_of_earlier_DA,new_daily_average
27/06/2017,37.9455,45.27486927,4.527486927,74.08614971
27/06/2017,37.9455,45.27486927,4.527486927,74.08614971
27/06/2017,37.9455,45.27486927,4.527486927,74.08614971
27/06/2017,25.297,45.27486927,4.527486927,74.08614971
27/06/2017,25.297,45.27486927,4.527486927,74.08614971
27/06/2017,38.71399357,45.27486927,4.527486927,74.08614971
27/06/2017,252.97,45.27486927,4.527486927,74.08614971
27/06/2017,50.594,45.27486927,4.527486927,74.08614971
27/06/2017,75.891,45.27486927,4.527486927,74.08614971
27/06/2017,50.594,45.27486927,4.527486927,74.08614971
27/06/2017,73.3613,45.27486927,4.527486927,74.08614971
27/06/2017,126.485,45.27486927,4.527486927,74.08614971
27/06/2017,63.2425,45.27486927,4.527486927,74.08614971
27/06/2017,63.2425,45.27486927,4.527486927,74.08614971
27/06/2017,50.594,45.27486927,4.527486927,74.08614971
27/06/2017,75.891,45.27486927,4.527486927,74.08614971
27/06/2017,37.9455,45.27486927,4.527486927,74.08614971
27/06/2017,37.9455,45.27486927,4.527486927,74.08614971
27/06/2017,63.2425,45.27486927,4.527486927,74.08614971
27/06/2017,252.97,45.27486927,4.527486927,74.08614971
27/06/2017,75.891,45.27486927,4.527486927,74.08614971
27/06/2017,75.891,45.27486927,4.527486927,74.08614971
28/06/2017,14.3635,11.8073938,1.18073938,28.04256027
28/06/2017,28.727,11.8073938,1.18073938,28.04256027
28/06/2017,28.727,11.8073938,1.18073938,28.04256027
28/06/2017,28.727,11.8073938,1.18073938,28.04256027
28/06/2017,71.8175,11.8073938,1.18073938,28.04256027
28/06/2017,28.99688217,11.8073938,1.18073938,28.04256027
28/06/2017,14.3635,11.8073938,1.18073938,28.04256027
28/06/2017,8.6181,11.8073938,1.18073938,28.04256027
29/06/2017,59.9108,42.75833724,4.275833724,64.13750586
29/06/2017,595.9548,42.75833724,4.275833724,64.13750586
29/06/2017,44.1448,42.75833724,4.275833724,64.13750586
29/06/2017,47.298,42.75833724,4.275833724,64.13750586
29/06/2017,26.48688,42.75833724,4.275833724,64.13750586
29/06/2017,24.91028,42.75833724,4.275833724,64.13750586
29/06/2017,26.48688,42.75833724,4.275833724,64.13750586
